,ID,User,Location,Motion,Humidity (%),Temperature (F),Time
36,1505,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:06:16
37,1506,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:06:21
38,1507,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:06:26
39,1508,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:06:31
40,1509,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:06:36
41,1510,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:06:41
42,1511,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:06:46
43,1512,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:06:51
44,1513,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:06:55
45,1514,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:07:00
46,1515,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:07:05
47,1516,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:07:10
48,1517,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:07:16
49,1518,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:07:29
50,1519,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:07:52
51,1520,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:07:56
52,1521,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:01
53,1522,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:05
54,1523,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:10
55,1524,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:15
56,1525,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:20
57,1526,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:24
58,1527,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:29
59,1528,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:34
60,1529,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:38
61,1530,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:43
62,1531,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:48
63,1532,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:52
64,1533,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:08:57
65,1534,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:09:02
66,1535,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:09:07
67,1536,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:09:12
68,1537,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:09:17
69,1538,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:09:22
70,1539,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:09:26
71,1540,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:09:31
72,1541,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:09:36
73,1542,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:09:41
74,1543,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:09:46
75,1544,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:09:51
76,1545,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:09:56
77,1546,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:10:14
78,1547,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:10:18
79,1548,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:10:23
80,1549,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:10:28
81,1550,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:10:32
82,1551,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:10:37
83,1552,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:10:42
84,1553,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:10:46
85,1554,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:10:51
86,1555,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:10:56
87,1556,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:11:01
88,1557,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:11:05
89,1558,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:11:10
90,1559,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:11:14
91,1560,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:11:19
92,1561,Team 3,UC San Diego,False,52.0,75.0,2023-08-01 20:11:24
93,1562,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:11:29
94,1563,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:11:34
95,1564,Team 3,UC San Diego,False,51.0,75.0,2023-08-01 20:11:39
96,1565,Team 3,UC San Diego,False,51.0,75.56,2023-08-01 20:12:10
97,1566,Team 3,UC San Diego,False,51.0,75.56,2023-08-01 20:12:14
98,1567,Team 3,UC San Diego,False,51.0,75.56,2023-08-01 20:12:19
99,1568,Team 3,UC San Diego,False,52.0,75.56,2023-08-01 20:12:23
100,1569,Team 3,UC San Diego,False,52.0,75.56,2023-08-01 20:12:28
101,1570,Team 3,UC San Diego,True,52.0,75.74,2023-08-01 20:12:33
102,1571,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:12:36
103,1572,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:12:42
104,1573,Team 3,UC San Diego,True,52.0,75.74,2023-08-01 20:12:47
105,1574,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:12:51
106,1575,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:12:56
107,1576,Team 3,UC San Diego,True,52.0,75.74,2023-08-01 20:13:00
108,1577,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:13:06
109,1578,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:13:10
110,1579,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:13:15
111,1580,Team 3,UC San Diego,True,52.0,75.74,2023-08-01 20:13:20
112,1581,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:13:25
113,1582,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:13:29
114,1583,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:13:34
115,1584,Team 3,UC San Diego,True,52.0,75.74,2023-08-01 20:13:39
116,1585,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:13:43
117,1586,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:13:48
118,1587,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:13:53
119,1588,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:13:57
120,1589,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:14:02
121,1590,Team 3,UC San Diego,True,52.0,75.74,2023-08-01 20:14:06
122,1591,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:14:11
123,1592,Team 3,UC San Diego,True,52.0,75.74,2023-08-01 20:14:16
124,1593,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:14:20
125,1594,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:14:25
126,1595,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:14:30
127,1596,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:14:34
128,1597,Team 3,UC San Diego,False,52.0,75.92,2023-08-01 20:14:39
129,1598,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:14:43
130,1599,Team 3,UC San Diego,False,53.0,75.92,2023-08-01 20:15:15
131,1600,Team 3,UC San Diego,False,53.0,75.74,2023-08-01 20:15:20
132,1601,Team 3,UC San Diego,False,53.0,75.74,2023-08-01 20:15:24
133,1602,Team 3,UC San Diego,True,53.0,75.74,2023-08-01 20:15:29
134,1603,Team 3,UC San Diego,False,53.0,75.74,2023-08-01 20:15:33
135,1604,Team 3,UC San Diego,True,52.0,75.74,2023-08-01 20:15:37
136,1605,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:15:42
137,1606,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:15:47
138,1607,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:15:51
139,1608,Team 3,UC San Diego,True,52.0,75.74,2023-08-01 20:15:56
140,1609,Team 3,UC San Diego,False,53.0,75.74,2023-08-01 20:16:01
141,1610,Team 3,UC San Diego,False,53.0,75.74,2023-08-01 20:16:05
142,1611,Team 3,UC San Diego,False,54.0,75.74,2023-08-01 20:16:10
143,1612,Team 3,UC San Diego,True,54.0,75.74,2023-08-01 20:16:15
144,1613,Team 3,UC San Diego,False,54.0,75.74,2023-08-01 20:16:20
145,1614,Team 3,UC San Diego,True,53.0,75.74,2023-08-01 20:16:24
146,1615,Team 3,UC San Diego,False,53.0,75.74,2023-08-01 20:16:29
147,1616,Team 3,UC San Diego,True,53.0,75.74,2023-08-01 20:16:33
148,1617,Team 3,UC San Diego,False,53.0,75.74,2023-08-01 20:16:38
149,1618,Team 3,UC San Diego,True,53.0,75.74,2023-08-01 20:16:43
150,1619,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:16:47
151,1620,Team 3,UC San Diego,False,52.0,75.74,2023-08-01 20:16:52
152,1621,Team 3,UC San Diego,True,52.0,75.74,2023-08-01 20:16:58
153,1622,Team 3,UC San Diego,False,52.0,75.92,2023-08-01 20:17:03
154,1623,Team 3,UC San Diego,True,52.0,75.92,2023-08-01 20:17:08
155,1624,Team 3,UC San Diego,True,52.0,75.92,2023-08-01 20:17:12
156,1625,Team 3,UC San Diego,False,53.0,75.92,2023-08-01 20:17:18
157,1626,Team 3,UC San Diego,False,54.0,75.92,2023-08-01 20:17:22
158,1627,Team 3,UC San Diego,False,55.0,75.92,2023-08-01 20:17:27
159,1628,Team 3,UC San Diego,True,55.0,75.92,2023-08-01 20:17:33
160,1629,Team 3,UC San Diego,False,55.0,76.1,2023-08-01 20:17:38
161,1630,Team 3,UC San Diego,True,55.0,76.1,2023-08-01 20:17:43
162,1631,Team 3,UC San Diego,False,54.0,76.1,2023-08-01 20:17:48
163,1632,Team 3,UC San Diego,False,53.0,76.1,2023-08-01 20:17:53
164,1633,Team 3,UC San Diego,True,53.0,76.1,2023-08-01 20:17:58
165,1634,Team 3,UC San Diego,False,53.0,76.1,2023-08-01 20:18:02
166,1635,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:18:07
167,1636,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:18:12
168,1637,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:18:17
169,1638,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:18:22
170,1639,Team 3,UC San Diego,True,52.0,76.1,2023-08-01 20:18:28
171,1640,Team 3,UC San Diego,False,51.0,76.1,2023-08-01 20:18:46
172,1641,Team 3,UC San Diego,False,51.0,76.28,2023-08-01 20:18:51
173,1642,Team 3,UC San Diego,True,51.0,76.28,2023-08-01 20:18:56
174,1643,Team 3,UC San Diego,True,51.0,76.28,2023-08-01 20:18:59
175,1644,Team 3,UC San Diego,False,51.0,76.28,2023-08-01 20:19:04
176,1645,Team 3,UC San Diego,False,51.0,76.28,2023-08-01 20:19:08
177,1646,Team 3,UC San Diego,True,51.0,76.28,2023-08-01 20:19:13
178,1647,Team 3,UC San Diego,False,51.0,76.28,2023-08-01 20:19:19
179,1648,Team 3,UC San Diego,True,51.0,76.28,2023-08-01 20:19:25
180,1649,Team 3,UC San Diego,True,51.0,76.28,2023-08-01 20:19:30
181,1650,Team 3,UC San Diego,True,51.0,76.28,2023-08-01 20:19:35
182,1651,Team 3,UC San Diego,False,51.0,76.28,2023-08-01 20:19:40
183,1652,Team 3,UC San Diego,False,51.0,76.28,2023-08-01 20:19:57
184,1653,Team 3,UC San Diego,False,51.0,76.28,2023-08-01 20:20:01
185,1654,Team 3,UC San Diego,True,51.0,76.28,2023-08-01 20:20:06
186,1655,Team 3,UC San Diego,True,51.0,76.1,2023-08-01 20:20:09
187,1656,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:20:14
188,1657,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:20:19
189,1658,Team 3,UC San Diego,True,52.0,76.1,2023-08-01 20:20:23
190,1659,Team 3,UC San Diego,True,52.0,75.92,2023-08-01 20:20:28
191,1660,Team 3,UC San Diego,False,52.0,75.92,2023-08-01 20:20:33
192,1661,Team 3,UC San Diego,True,53.0,75.92,2023-08-01 20:20:40
193,1662,Team 3,UC San Diego,False,53.0,75.92,2023-08-01 20:20:44
194,1663,Team 3,UC San Diego,True,53.0,75.92,2023-08-01 20:20:49
195,1664,Team 3,UC San Diego,False,53.0,75.92,2023-08-01 20:20:54
196,1665,Team 3,UC San Diego,True,53.0,75.92,2023-08-01 20:20:58
197,1666,Team 3,UC San Diego,False,54.0,75.92,2023-08-01 20:21:03
198,1667,Team 3,UC San Diego,False,54.0,75.92,2023-08-01 20:21:08
199,1668,Team 3,UC San Diego,False,54.0,75.92,2023-08-01 20:21:12
200,1669,Team 3,UC San Diego,False,54.0,75.92,2023-08-01 20:21:18
201,1670,Team 3,UC San Diego,False,54.0,75.92,2023-08-01 20:21:23
202,1671,Team 3,UC San Diego,False,53.0,75.92,2023-08-01 20:21:28
203,1672,Team 3,UC San Diego,True,53.0,75.92,2023-08-01 20:21:34
204,1673,Team 3,UC San Diego,True,53.0,75.92,2023-08-01 20:21:38
205,1674,Team 3,UC San Diego,False,53.0,75.92,2023-08-01 20:21:42
206,1675,Team 3,UC San Diego,False,53.0,75.92,2023-08-01 20:21:48
207,1676,Team 3,UC San Diego,False,53.0,76.1,2023-08-01 20:21:53
208,1677,Team 3,UC San Diego,False,53.0,76.1,2023-08-01 20:21:57
209,1678,Team 3,UC San Diego,False,53.0,76.1,2023-08-01 20:22:02
210,1679,Team 3,UC San Diego,False,53.0,76.1,2023-08-01 20:22:07
211,1680,Team 3,UC San Diego,False,53.0,76.1,2023-08-01 20:22:12
212,1681,Team 3,UC San Diego,True,53.0,76.1,2023-08-01 20:22:17
213,1682,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:22:22
214,1683,Team 3,UC San Diego,True,52.0,76.1,2023-08-01 20:22:27
215,1684,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:22:32
216,1685,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:22:37
217,1686,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:22:53
218,1687,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:22:59
219,1688,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:23:03
220,1689,Team 3,UC San Diego,False,52.0,76.1,2023-08-01 20:23:08
221,1690,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:23:13
222,1691,Team 3,UC San Diego,True,52.0,76.28,2023-08-01 20:23:18
223,1692,Team 3,UC San Diego,True,52.0,76.28,2023-08-01 20:23:21
224,1693,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:23:26
225,1694,Team 3,UC San Diego,True,52.0,76.28,2023-08-01 20:23:31
226,1695,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:23:36
227,1696,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:23:41
228,1697,Team 3,UC San Diego,True,52.0,76.28,2023-08-01 20:23:46
229,1698,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:23:51
230,1699,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:23:56
231,1700,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:24:00
232,1701,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:24:05
233,1702,Team 3,UC San Diego,True,54.0,76.1,2023-08-01 20:24:11
234,1703,Team 3,UC San Diego,False,54.0,76.1,2023-08-01 20:24:15
235,1704,Team 3,UC San Diego,False,54.0,76.1,2023-08-01 20:24:20
236,1705,Team 3,UC San Diego,True,54.0,76.1,2023-08-01 20:24:25
237,1706,Team 3,UC San Diego,False,54.0,76.1,2023-08-01 20:24:30
238,1707,Team 3,UC San Diego,True,53.0,76.1,2023-08-01 20:24:35
239,1708,Team 3,UC San Diego,False,53.0,76.1,2023-08-01 20:24:39
240,1709,Team 3,UC San Diego,True,53.0,76.1,2023-08-01 20:24:46
241,1710,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:24:50
242,1711,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:24:56
243,1712,Team 3,UC San Diego,True,53.0,76.28,2023-08-01 20:25:01
244,1713,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:25:06
245,1714,Team 3,UC San Diego,True,52.0,76.28,2023-08-01 20:25:11
246,1715,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:25:16
247,1716,Team 3,UC San Diego,True,52.0,76.28,2023-08-01 20:25:20
248,1717,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:25:25
249,1718,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:25:30
250,1719,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:25:35
251,1720,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:25:40
252,1721,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:25:45
253,1722,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:25:49
254,1723,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:25:54
255,1724,Team 3,UC San Diego,True,52.0,76.28,2023-08-01 20:25:59
256,1725,Team 3,UC San Diego,False,52.0,76.28,2023-08-01 20:26:04
257,1726,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:26:09
258,1727,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:26:18
259,1728,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:26:25
260,1729,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:26:29
261,1730,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:26:34
262,1731,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:26:39
263,1732,Team 3,UC San Diego,False,52.0,76.46,2023-08-01 20:26:44
264,1733,Team 3,UC San Diego,False,52.0,76.46,2023-08-01 20:27:19
265,1734,Team 3,UC San Diego,False,52.0,76.46,2023-08-01 20:27:24
266,1735,Team 3,UC San Diego,True,52.0,76.28,2023-08-01 20:27:29
267,1736,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:27:32
268,1737,Team 3,UC San Diego,True,53.0,76.28,2023-08-01 20:27:37
269,1738,Team 3,UC San Diego,True,53.0,76.28,2023-08-01 20:27:41
270,1739,Team 3,UC San Diego,True,53.0,76.28,2023-08-01 20:27:46
271,1740,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:27:51
272,1741,Team 3,UC San Diego,True,53.0,76.28,2023-08-01 20:27:56
273,1742,Team 3,UC San Diego,True,53.0,76.28,2023-08-01 20:28:00
274,1743,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:28:05
275,1744,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:28:10
276,1745,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:28:15
277,1746,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:28:19
278,1747,Team 3,UC San Diego,True,53.0,76.28,2023-08-01 20:28:24
279,1748,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:28:29
280,1749,Team 3,UC San Diego,False,53.0,76.28,2023-08-01 20:28:34
281,1750,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:28:39
282,1751,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:28:44
283,1752,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:28:49
284,1753,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:28:54
285,1754,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:28:58
286,1755,Team 3,UC San Diego,True,52.0,76.46,2023-08-01 20:29:04
287,1756,Team 3,UC San Diego,False,52.0,76.46,2023-08-01 20:29:09
288,1757,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:29:15
289,1758,Team 3,UC San Diego,True,54.0,76.46,2023-08-01 20:29:20
290,1759,Team 3,UC San Diego,True,54.0,76.46,2023-08-01 20:29:24
291,1760,Team 3,UC San Diego,True,54.0,76.46,2023-08-01 20:29:29
292,1761,Team 3,UC San Diego,False,54.0,76.46,2023-08-01 20:29:34
293,1762,Team 3,UC San Diego,False,54.0,76.46,2023-08-01 20:29:39
294,1763,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:29:43
295,1764,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:29:48
296,1765,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:29:52
297,1766,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:29:57
298,1767,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:30:02
299,1768,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:30:22
300,1769,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:30:25
301,1770,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:30:30
302,1771,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:30:34
303,1772,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:30:39
304,1773,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:30:43
305,1774,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:30:48
306,1775,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:30:54
307,1776,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:30:58
308,1777,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:31:02
309,1778,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:31:07
310,1779,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:31:14
311,1780,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:31:17
312,1781,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:31:25
313,1782,Team 3,UC San Diego,True,53.0,76.46,2023-08-01 20:31:30
314,1783,Team 3,UC San Diego,False,53.0,76.46,2023-08-01 20:31:35
315,1784,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:31:40
316,1785,Team 3,UC San Diego,True,54.0,76.28,2023-08-01 20:31:45
317,1786,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:31:49
318,1787,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:31:54
319,1788,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:32:00
320,1789,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:34:23
321,1790,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:34:28
322,1791,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:34:33
323,1792,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:34:37
324,1793,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:34:42
325,1794,Team 3,UC San Diego,True,54.0,76.28,2023-08-01 20:34:47
326,1795,Team 3,UC San Diego,True,54.0,76.28,2023-08-01 20:34:50
327,1796,Team 3,UC San Diego,True,54.0,76.28,2023-08-01 20:34:55
328,1797,Team 3,UC San Diego,True,54.0,76.28,2023-08-01 20:34:59
329,1798,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:35:04
330,1799,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:35:09
331,1800,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:35:14
332,1801,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:35:19
333,1802,Team 3,UC San Diego,False,54.0,76.28,2023-08-01 20:35:24
334,1803,Team 3,UC San Diego,True,55.0,76.28,2023-08-01 20:35:28
335,1804,Team 3,UC San Diego,False,55.0,76.28,2023-08-01 20:35:33
336,1805,Team 3,UC San Diego,False,55.0,76.28,2023-08-01 20:35:38
337,1806,Team 3,UC San Diego,False,55.0,76.28,2023-08-01 20:35:45
338,1807,Team 3,UC San Diego,False,55.0,76.28,2023-08-01 20:35:49
339,1808,Team 3,UC San Diego,False,55.0,76.28,2023-08-01 20:35:54
340,1809,Team 3,UC San Diego,False,55.0,76.28,2023-08-01 20:35:59
341,1810,Team 3,UC San Diego,True,55.0,76.28,2023-08-01 20:36:04
342,1811,Team 3,UC San Diego,True,55.0,76.28,2023-08-01 20:36:07
343,1812,Team 3,UC San Diego,False,55.0,76.28,2023-08-01 20:36:11
344,1813,Team 3,UC San Diego,False,55.0,76.28,2023-08-01 20:36:16
345,1814,Team 3,UC San Diego,True,55.0,76.28,2023-08-01 20:36:21
346,1815,Team 3,UC San Diego,False,55.0,76.28,2023-08-01 20:36:26
347,1816,Team 3,UC San Diego,False,55.0,76.28,2023-08-01 20:36:31
348,1817,Team 3,UC San Diego,True,55.0,76.28,2023-08-01 20:36:35
